specimen_number,Tmax01_100Y,Tmax02_100Y,Tmax03_100Y,Tmax04_100Y,Tmax05_100Y,Tmax06_100Y,Tmax07_100Y,Tmax08_100Y,Tmax09_100Y,Tmax10_100Y,Tmax11_100Y,Tmax12_100Y,Tmin01_100Y,Tmin02_100Y,Tmin03_100Y,Tmin04_100Y,Tmin05_100Y,Tmin06_100Y,Tmin07_100Y,Tmin08_100Y,Tmin09_100Y,Tmin10_100Y,Tmin11_100Y,Tmin12_100Y,Tave01_100Y,Tave02_100Y,Tave03_100Y,Tave04_100Y,Tave05_100Y,Tave06_100Y,Tave07_100Y,Tave08_100Y,Tave09_100Y,Tave10_100Y,Tave11_100Y,Tave12_100Y,PPT01_100Y,PPT02_100Y,PPT03_100Y,PPT04_100Y,PPT05_100Y,PPT06_100Y,PPT07_100Y,PPT08_100Y,PPT09_100Y,PPT10_100Y,PPT11_100Y,PPT12_100Y,DD_0_01_100Y,DD_0_02_100Y,DD_0_03_100Y,DD_0_04_100Y,DD_0_05_100Y,DD_0_06_100Y,DD_0_07_100Y,DD_0_08_100Y,DD_0_09_100Y,DD_0_10_100Y,DD_0_11_100Y,DD_0_12_100Y,DD5_01_100Y,DD5_02_100Y,DD5_03_100Y,DD5_04_100Y,DD5_05_100Y,DD5_06_100Y,DD5_07_100Y,DD5_08_100Y,DD5_09_100Y,DD5_10_100Y,DD5_11_100Y,DD5_12_100Y,DD_18_01_100Y,DD_18_02_100Y,DD_18_03_100Y,DD_18_04_100Y,DD_18_05_100Y,DD_18_06_100Y,DD_18_07_100Y,DD_18_08_100Y,DD_18_09_100Y,DD_18_10_100Y,DD_18_11_100Y,DD_18_12_100Y,DD18_01_100Y,DD18_02_100Y,DD18_03_100Y,DD18_04_100Y,DD18_05_100Y,DD18_06_100Y,DD18_07_100Y,DD18_08_100Y,DD18_09_100Y,DD18_10_100Y,DD18_11_100Y,DD18_12_100Y,NFFD01_100Y,NFFD02_100Y,NFFD03_100Y,NFFD04_100Y,NFFD05_100Y,NFFD06_100Y,NFFD07_100Y,NFFD08_100Y,NFFD09_100Y,NFFD10_100Y,NFFD11_100Y,NFFD12_100Y,PAS01_100Y,PAS02_100Y,PAS03_100Y,PAS04_100Y,PAS05_100Y,PAS06_100Y,PAS07_100Y,PAS08_100Y,PAS09_100Y,PAS10_100Y,PAS11_100Y,PAS12_100Y,Eref01_100Y,Eref02_100Y,Eref03_100Y,Eref04_100Y,Eref05_100Y,Eref06_100Y,Eref07_100Y,Eref08_100Y,Eref09_100Y,Eref10_100Y,Eref11_100Y,Eref12_100Y,CMD01_100Y,CMD02_100Y,CMD03_100Y,CMD04_100Y,CMD05_100Y,CMD06_100Y,CMD07_100Y,CMD08_100Y,CMD09_100Y,CMD10_100Y,CMD11_100Y,CMD12_100Y,RH01_100Y,RH02_100Y,RH03_100Y,RH04_100Y,RH05_100Y,RH06_100Y,RH07_100Y,RH08_100Y,RH09_100Y,RH10_100Y,RH11_100Y,RH12_100Y,Tmax_wt_100Y,Tmax_sp_100Y,Tmax_sm_100Y,Tmax_at_100Y,Tmin_wt_100Y,Tmin_sp_100Y,Tmin_sm_100Y,Tmin_at_100Y,Tave_wt_100Y,Tave_sp_100Y,Tave_sm_100Y,Tave_at_100Y,PPT_wt_100Y,PPT_sp_100Y,PPT_sm_100Y,PPT_at_100Y,DD_0_wt_100Y,DD_0_sp_100Y,DD_0_sm_100Y,DD_0_at_100Y,DD5_wt_100Y,DD5_sp_100Y,DD5_sm_100Y,DD5_at_100Y,DD_18_wt_100Y,DD_18_sp_100Y,DD_18_sm_100Y,DD_18_at_100Y,DD18_wt_100Y,DD18_sp_100Y,DD18_sm_100Y,DD18_at_100Y,NFFD_wt_100Y,NFFD_sp_100Y,NFFD_sm_100Y,NFFD_at_100Y,PAS_wt_100Y,PAS_sp_100Y,PAS_sm_100Y,PAS_at_100Y,Eref_wt_100Y,Eref_sp_100Y,Eref_sm_100Y,Eref_at_100Y,CMD_wt_100Y,CMD_sp_100Y,CMD_sm_100Y,CMD_at_100Y,RH_wt_100Y,RH_sp_100Y,RH_sm_100Y,RH_at_100Y,MAT_100Y,MWMT_100Y,MCMT_100Y,TD_100Y,MAP_100Y,MSP_100Y,AHM_100Y,SHM_100Y,DD_0_100Y,DD5_100Y,DD_18_100Y,DD18_100Y,NFFD_100Y,bFFP_100Y,eFFP_100Y,FFP_100Y,PAS_100Y,EMT_100Y,EXT_100Y,Eref_100Y,CMD_100Y,RH_100Y
CDA11943,10.881,11.827,13.815,16.576,19.917,24.492,29.06,28.839,26.498,20.796,14.951,11.049,1.14,0.89,2.1310000000000002,2.982,6.217,9.167,12.044,11.901,10.544,7.702,2.596,1.917,6.011,6.358,7.974,9.784,13.068,16.823,20.555,20.369,18.519000000000002,14.253,8.766,6.486,392.74,353.49,270.74,126.92,58.74,15.96,3.03,9.64,30.68,120.41,265.5,359.43,16.09,13.06,7.66,2.12,0,0,0,0,0,0.06,3.95,13.14,67.37,65.9,105.01,147.2,253.62,354.15,481.93,476.22,405.5,288.34,123.44,74.84,375.23,321.85,313.06,249.62,164.62,66.29,12.49,15.24,44.19,132.86,277.46,354.42,0,0,0.04,0.12,4.26,31.16,91.72,89.21,59.67,7.89,0.02,0.01,18.11,15.88,21.04,22.67,28.81,29.92,31,31,29.81,29.73,21.18,20.3,11.71,9.09,3.81,2.13,0.36,0,0,0,0.03,0,4.75,6.63,30.2,39.95,65.2,92.52,122.54,147.88,173.66,154.61,112.71,69.8,39.36,26.9,0.07,0.6,0.83,19.09,68.76,131.94,170.59,144.96,83.81,14.25,1.35,0.37,67.48,63.89,62.33,57.4,58.01,54.91,51.85,52.05,53.84,60.06,60.62,69.67,11.248,16.772,27.458,20.748,1.319,3.775,11.038,6.952,6.287,10.274,19.251,13.843,1106.6,456.37,28.71,416.56,42.29,9.87,0,4.2,208.15,505.74,1312.29,817.27,1051.62,727.34,93.98,454.51,0.01,4.44,212.12,67.61,54.28,72.44,91.74,80.51,27.4,6.43,0,4.87,97.08,280.16,476.15,221.91,1.04,88.68,447.49,99.41,67.05,59.24,52.91,58.19,12.416,20.879,5.195,15.675,2007.35,118.13,11.936,230.124,56.35,2843.57,2327.35,284.22,298.84,106.88,319.17,212.27,38.73,-15.6,40,1075.32,636.62,59.36
CDA12056,12.828,15.091,17.241,21.047,24.725,28.778,31.929,31.387,29.462,24.7,17.878,13.245,2.661,4.024,4.824,6.3,8.633,11.158,12.353,12.029,11.152,8.624,5.209,2.959,7.743,9.566,11.031,13.675,16.679,19.962,22.13,21.705,20.302,16.658,11.539,8.107,196.37,180.43,121.91,59.24,14.99,6.07,0.7,2.16,10.99,45.49,107.27,164.61,9.96,5.45,3.06,0.43,0,0,0,0,0,0,1.51,8.46,102.04,129.95,182.35,254.63,362.86,448.27,530.63,517.33,458.63,361.67,192.2,109.13,321.93,233.72,220.67,144.38,75.86,23.15,5.89,8.26,25.85,76.81,198.47,304.34,0.04,0.29,1.68,8.3,28.56,82.08,132.07,121.44,94.63,27.32,1.64,0.11,21.99,22.91,27.01,28.03,30.36,30,31,31,29.91,30.32,26.25,22.93,2.86,0.85,0.17,0.05,0,0,0,0,0,0,0.65,1.43,35.3,47.7,77.68,112.04,150.18,174.52,196.02,174.03,130.24,86.88,46.78,32.66,0.82,3.61,13.65,60.35,135.21,168.46,195.26,171.8,119.23,47.29,8.64,1.28,66.69,64.53,61.01,55.5,52.94,50.31,46.57,46.9,48.8,52.98,60.59,66.43,13.717,21.003,30.701,24.013,3.217,6.588,11.844,8.326,8.464,13.8,21.269,16.169,541.86,196.11,8.98,163.82,23.87,3.55,0,1.61,340.8,799.8,1496.23,1012.47,860.19,440.98,37.43,301.23,0.44,38.63,335.76,123.6,67.93,85.47,92,86.26,5.13,0.3,0,0.68,115.73,339.99,544.51,263.97,5.71,209.21,535.52,175.16,65.94,56.47,47.93,54.18,14.927,22.345,7.193,15.166,910.18,35.06,30.544,907.046,29,3649.49,1639.53,498.33,331.44,64.3,333.38,269.11,6.3,-12.4,42.2,1264.15,925.6,56.09
CDA20118,15.097,15.987,17.511,21.213,24.309,29.037,33.092,33.047,31.006,26.096,20.098,16.278,2.243,2.708,3.541,5.313,7.684,10.503,14.425,14.66,12.469,8.672,4.998,2.789,8.67,9.345,10.526,13.266,15.994,19.768,23.755,23.853,21.744,17.39,12.55,9.526,110.49,126.89,109.18,51.04,17.83,4.11,6.45,8.63,12.86,20.14,52.58,80.84,8.1,5.99,3.66,0.59,0,0,0,0,0,0,1.15,5.82,129.37,131.64,175.87,246.35,342.25,442.48,580.5,583.33,501.07,383.73,224.41,148.01,293.46,239.77,235.5,155.62,90.85,25.43,2.78,3.03,16.64,63.98,172.15,261.52,0.87,0.6,1.86,7.97,23.78,78.5,179.71,182.76,127.18,39.15,5.74,1.65,21,20.24,24.47,26.83,29.87,30,31,31,29.99,30.28,25.99,22.66,1.43,0.83,0.3,0.05,0,0,0,0,0,0,0.16,0.41,51.36,61.08,90.66,123.08,155.99,183.34,206.23,189.43,149.56,106.91,64.96,50.19,9.27,10.93,26.52,75.69,138.16,179.21,199.79,180.72,136.71,86.81,27.47,13.4,59.14,58.13,56.59,52.34,51.4,48.11,49.05,49.73,48.73,49.99,54.15,57.5,15.786,21.014,31.728,25.737,2.569,5.515,13.192,8.714,9.178,13.26,22.46,17.225,318.43,177.98,19.22,85.59,19.87,4.27,0,1.27,408.59,764.49,1606.22,1109.25,795.18,481.99,31.23,252.73,3.06,33.65,440.99,172.04,63.78,81.17,91.99,86.08,2.78,0.41,0,0.16,162.72,369.66,578.89,321.42,33.6,240.37,559.72,250.99,58.31,53.44,48.98,50.95,15.535,24.275,7.92,16.352,600.98,49.89,49.575,652.543,25.27,3888.83,1560.76,649.92,322.97,78.95,331.44,252.42,3.65,-12.5,44,1432.81,1084.68,52.93
CDA40358,13.238,16.596,19.894,24.127,29.491,34.413,38.936,37.877,33.941,27.63,19.766000000000002,13.75,1.703,3.678,4.811,6.846,9.657,13.693,17.185,16.324,13.798,9.145,4.871,2.018,7.467,10.137,12.354,15.484,19.569,24.052,28.057,27.108,23.862000000000002,18.391000000000002,12.323,7.887,95.62,89.15,79.96,39.83,12.63,4.14,1.15,0,6.41,23.97,50.14,73.22,11.05,4.72,2.07,0.1,0,0,0,0,0,0,1.19,9.03,103.26,149.92,228.22,311.97,449.97,570.7,712.76,683.25,564.51,414.21,219.74,109.75,330.34,218.93,183.57,101.01,34.3,4.78,0.18,0.63,8.23,48.75,178.12,311.06,0.21,1.01,6.36,23.13,77.23,185.09,311.7,282.57,180.62,57.05,4.92,0.25,19.57,22.33,26.93,28.47,30.66,30,31,31,30,30.48,25.82,20.55,1.64,0.25,0,0.01,0,0,0,0,0,0,0.12,0.68,40.24,55.65,93.15,131.43,183.37,211.89,240.1,212.84,154.31,102.8,55.94,37.6,3.39,9.23,30.82,91.75,170.71,207.75,239.19,212.84,147.85,78.94,20.17,5.41,62.47,59.32,54.07,49.68,45.19,44.73,44,44.05,45.93,47.78,54.78,62.14,14.529,24.506,37.077,27.114,2.455,7.107,15.731,9.274,8.489,15.805,26.407,18.195,258.11,132.45,5.09,80.63,24.82,2.35,0,1.24,362.57,990.24,1966.74,1198.49,860.88,318.91,5.79,235.1,1.47,106.71,779.39,242.58,62.39,86.03,92,86.16,2.81,0.01,0,0.13,133.57,407.84,664.85,313.04,18.03,293.28,659.78,246.96,61.29,49.62,44.22,49.5,17.22,28.239,6.8629999999999995,21.373,475.99,24.2,63.58,1895.278,28.34,4518.35,1420.15,1129.99,326.63,70.1,329.46,259.33,3.11,-13.5,45.9,1519.3,1218.05,51.15
CDA40359,9.335,10.503,12.241999999999999,15.353,18.933,23.695,28.407,28.661,26.242,20.697,12.51,9.804,0.08,0.733,0.9400000000000001,2.105,5.064,8.464,11.187,10.937,10.146,7.232,2.986,0.317,4.71,5.616,6.599,8.73,11.996,16.08,19.801,19.796,18.191,13.963,7.7459999999999996,5.063,412.59,374.91,278.55,196.85,107.98,45.26,7.94,23.36,59.29,176.83,366.96,397.69,22.82,15.98,11.5,3.16,0.03,0,0,0,0,0.1,5.66,19.32,47.17,54.49,76.26,121.44,221.31,331.82,458.71,458.78,395.76,279.8,100.81,50.96,415.31,342.62,355.67,279.49,193.49,81.37,17.81,19.67,48.5,140.14,308.16,398.38,0,0,0.01,0.01,1.74,23.24,73.99,76.31,54.27,7,0,0,15.41,15.44,17.69,20.4,27.43,29.66,31,31,29.66,29.37,21.98,15.95,20.43,14.04,8.88,6.1,1.36,0,0,0,0.13,0,9.6,13.69,26.52,35.36,59.26,86.55,117.91,143.24,169.99,153.88,109.86,68.01,31.7,24.56,0.14,0.53,0.89,9.03,38.72,98.37,162.01,131.21,61.78,7.67,0.74,0.16,68.48,67.22,62.9,57.98,57.24,54.87,51.23,49.98,53.43,58.98,68.66,68.18,9.877,15.516,26.923000000000002,19.816,0.375,2.706,10.196,6.787,5.127,9.108,18.561,13.302,1186.36,583.35,76.49,603.1,58.12,14.8,0,5.91,152.38,418.92,1249.29,776.22,1156.58,828.64,118.85,496.73,0,1.77,173.49,61.27,46.82,65.49,91.38,80.91,48.11,16.36,0,9.91,86.41,263.76,467.13,209.6,0.83,48.64,391.59,70.19,67.97,59.41,51.97,60.33,11.528,20.224,3.936,16.29,2448.1,243.76,9.277,99.964,78.94,2597.02,2600.63,236.61,284.63,121.46,314.17,192.78,74.58,-18.1,40.5,1026.9,511.25,59.89
CDA40360,18.792,19.428,20.344,22.512,23.379,25.921,28.81,29.584,28.587,26.047,22.686,19.571,5.219,5.731,6.233,7.715,9.45,11.391,13.351,13.892,12.684,10.384,7.409,5.62,12.002,12.579,13.289,15.116,16.409,18.654,21.079,21.739,20.636,18.208,15.049,12.595,100.08,102.42,75.2,27.41,7.28,1.22,0,0.6,7.81,13.35,42.54,68.88,3.18,2.43,1.52,0.05,0,0,0,0,0,0,0.33,2.46,207.72,201.9,245.32,298.22,354.89,408.88,498.2,518.35,468.39,408.85,291.7,224.93,193.32,157.83,158.26,108.17,80.88,37.16,9.84,8.3,23.23,50.01,110.78,176.78,4.81,4.24,6.46,14.55,23.27,58.22,104.77,122.81,101.71,45.5,15.46,6.89,27.47,25.72,28.98,29.17,30.72,30,31,31,30,30.91,28.86,28.57,0.24,0.05,0,0,0,0,0,0,0,0,0,0.01,57,67.33,97.83,124.19,143.33,156.58,174.46,164.26,132.23,100.81,68.02,54.28,10.73,17.47,39.78,96.8,136,155.44,174.46,163.49,124.41,87.4,33.76,17.06,58.07,57.83,56.98,55.69,58.37,57.51,55.76,55.4,54.63,54.46,54.5,57.22,19.261,22.079,28.108,25.768,5.5200000000000005,7.795,12.874,10.158,12.395,14.938,20.493,17.966,271.47,109.99,1.99,63.78,8.05,1.9,0,0.47,634.14,898.4,1425.46,1168.97,528.29,347.29,55.32,183.97,15.91,44.28,285.81,162.65,81.72,88.74,92,89.61,0.4,0,0,0,178.69,365.35,495.38,300.98,45.26,272.58,493.39,245.57,57.71,57.06,56.19,54.55,16.447,21.912,11.239,10.673,447.16,17.13,71.291,2482.998,10.41,4127.33,1114.58,508.66,351.93,31.16,351.42,320.29,0.61,-5.9,42.6,1340.35,1056.8,56.38
CHSC116923,12.052,15.475,18.571,22.58,27.712,32.484,36.64,35.661,31.993,25.825,18.453,12.732,2.037,3.959,5.304,7.567,11.042,14.615,16.593,15.266,13.062,9.175,5.096,2.417,7.045,9.711,11.936,15.074,19.376,23.552,26.615,25.461,22.53,17.496,11.776,7.575,104.31,97.74,73.48,34.85,16.87,13.55,1.72,4.24,14.26,28.64,67.84,85.98,12.28,5.28,2.34,0.13,0,0,0,0,0,0,1.43,9.86,91.56,137.28,212.42,297.3,444.14,555.7,668.32,632.85,524.64,387.14,201.96,101.04,343.43,229.74,195.12,110.29,36.08,5.82,0.68,1.41,13.01,62.58,192.32,320.74,0.08,0.67,4.7,18.84,72.12,170.85,267.36,232.25,145.93,42.03,3.08,0.1,20.46,22.8,27.82,29.07,30.98,30,31,31,30,30.55,26.13,21.67,2.15,0.43,0.01,0.01,0,0,0,0,0,0,0.33,0.97,31.92,46.59,80.22,115.7,162.82,190.7,218.32,192.37,136.3,86.74,45.54,29.92,1.79,6.51,25.06,81.33,145.9,177.09,216.65,187.94,122.03,58.85,11.34,2.23,67.03,63.31,58.96,55.22,52.48,50.86,47.01,45.92,48.14,51.9,58.72,66.29,13.419,22.95,34.928,25.427,2.799,7.971,15.495,9.111,8.107,15.459,25.213,17.265,288.3,125.14,19.5,110.77,27.41,2.73,0,1.49,329.69,953.87,1856.84,1113.72,894.19,341.43,7.94,267.94,0.86,95.73,670.35,191.05,64.83,87.75,92,86.55,3.66,0.03,0,0.36,108.39,358.77,601.27,268.63,10.53,252.29,581.68,192.22,65.51,55.57,47.96,52.92,16.513,26.789,6.509,20.275,543.48,50.52,53.145,687.206,31.53,4254.29,1511.21,957.98,331.06,61.94,329.46,267.52,4.19,-12.7,44.4,1337.03,1036.72,55.49
CHSC116929,12.446,15.06,17.608,21.15,25.825,30.823,35.449,34.328,30.937,25.299,17.948,12.881,2.667,4.428,5.588,7.469,10.382,13.602,16.514,15.717,13.714,10.239,5.904,3.259,7.553,9.747,11.6,14.31,18.11,22.217,25.986,25.028,22.326,17.771,11.928,8.073,196.22,176.49,140.68,77.03,31.66,15.46,1.13,0.78,18.7,46.65,112.26,151.16,10.73,5.28,2.69,0.28,0,0,0,0,0,0,1.39,8.62,102.04,137.62,202.29,274.73,405.82,515.56,648.81,619.37,518.55,395.35,205.87,111.99,327.75,229.16,204.73,128.74,52.8,10.13,0.98,1.73,13.98,58.37,188.56,305.49,0.19,0.73,3.82,13.86,50.57,133.76,247.86,218.79,140.98,45.73,3.63,0.3,21.99,23.63,28.15,29.03,30.9,30,31,31,30,30.9,27.26,23.72,3.38,0.85,0.19,0.09,0,0,0,0,0,0,0.58,1.45,32.74,45.29,75.95,108.41,151.8,181.51,209.69,182.56,130.12,83.93,44.03,29.89,0.54,3.2,9.42,46.55,120.34,166.07,208.72,181.57,111.5,43.73,6.19,1.14,67.83,65.88,62.31,58.49,55.05,51.92,49.18,49.65,51.98,55.95,62.42,68.47,13.458,21.529,33.537,24.727,3.446,7.815,15.273,9.95,8.449,14.667,24.408,17.336,524.33,249.34,17.35,177.59,24.74,3.11,0,1.47,351.37,882.85,1783.81,1119.72,862.63,386.33,12.86,260.92,1.27,68.26,600.49,190.35,69.36,87.96,92,88.06,5.66,0.3,0,0.59,107.82,336.14,573.69,258.11,4.88,176.31,556.36,161.42,67.4,58.61,50.23,56.75,16.219,26.192,6.949,19.245,968.14,67.73,29.62,540.607,29.2,4137.94,1522.52,860.34,337.2,53.73,338.18,284.44,6.73,-11.4,43.2,1275.77,898.97,58.28
CHSC118643,11.84,13.957,15.464,17.972,21.451,25.626,29.661,29.486,27.515,22.531,15.865,11.418,1.127,1.57,2.402,3.649,5.874,8.045,9.714,9.636,8.31,5.74,2.852,1.6239999999999999,6.483,7.765,8.933,10.809,13.665,16.837,19.69,19.562,17.907,14.134,9.357,6.523,329.95,288.61,215.98,109.38,50.59,12.95,2.27,6.94,28.37,97.38,218.15,293.27,14.14,8.93,5.72,1.5,0,0,0,0,0,0.08,3.21,12.94,74.81,90.58,126.27,173.32,271.65,354.45,455.29,451.34,387.38,284.74,136.13,74.45,360.78,282.6,283.42,221.16,148.52,66.04,18.44,21.79,52.62,135.8,260.08,353.19,0,0.01,0.15,0.58,6.22,31.2,71.35,70.89,50.05,6.57,0.03,0,18.09,17.49,21.73,24.22,28.46,29.49,31,31,28.92,27.93,21.73,19.6,8.06,3.7,1.58,0.95,0.17,0,0,0,0.04,0,3.07,5.28,32.78,45.39,71.98,98.83,133.49,158.72,184.23,164.39,122.29,79.52,41.82,28.3,0.13,1.32,2.03,25.98,84.64,145.77,181.91,157.5,94.67,21.54,1.82,0.38,64.64,60.13,58.68,55.69,53.33,49.37,44.88,45.13,45.96,50.44,58.95,67.64,12.409,18.292,28.256,21.968,1.434,3.979,9.131,5.63,6.926,11.133000000000001,18.693,13.806,912.63,375.87,22.17,343.95,35.98,7.25,0,3.47,239.77,571.2,1261.17,808.3,996.72,653.18,106.26,448.5,0.01,6.93,173.45,56.52,55.13,74.38,91.07,78.58,17.16,3.02,0,3.28,106.5,304.21,507.34,243.59,1.83,112.65,485.18,118.03,64.18,55.84,46.49,51.79,12.637,20.038,5.696,14.341,1653.85,101.08,14.673,263.45,46.78,2880.43,2204.58,236.84,299.21,104.91,309.07,204.2,23.35,-15.7,40.8,1161.71,717.69,54.56
CHSC12046,12.141,15.462,18.345,22.149,26.785,31.614,35.537,34.443,31.023,25.384,18.267,12.763,2.071,4.264,5.33,7.259,10.159,13.295,15.867,14.642,12.741,9.222,5.077,2.64,7.1,9.856,11.829,14.704,18.472,22.458,25.706,24.544999999999998,21.885,17.307,11.672,7.702,117.93,114.63,81.59,40.81,15.49,7.17,0.73,0.51,9.85,28.33,69.72,95.67,11.93,5.07,2.44,0.17,0,0,0,0,0,0,1.48,9.43,91.93,139.94,208.78,286.18,416.97,523.03,640.27,604.61,505.47,381.31,198.72,103.21,341.65,225.72,197.96,118.93,47.1,9.12,1.13,2.16,15.95,65.75,195.17,316.78,0.04,0.62,4.27,15.94,55.8,140.44,239.29,204,130.55,38.7,2.71,0.13,20.46,23.45,27.86,28.83,30.86,30,31,31,30,30.6,26.11,22.24,2.27,0.44,0.02,0.02,0,0,0,0,0,0,0.36,0.96,33.2,47.36,80.54,115.18,159.7,188.86,212.95,187.06,133.71,86.98,46.58,30.79,1.46,5.74,23.13,76.08,144.2,181.72,212.23,186.32,123.88,59.22,12.11,2.01,66.84,64.18,59.5,55.4,52.19,49.52,47.53,46.85,49.36,53.04,59.23,66.92,13.451,22.433,33.862,24.894,2.985,7.577,14.605,9.013,8.219,15.009,24.238,16.95,328.51,137.8,8.68,107.94,26.44,2.77,0,1.53,334.81,912,1767.89,1085.52,884.28,363.97,12.43,277.01,0.79,75.97,583.7,171.97,66.15,87.41,92,86.51,3.73,0.06,0,0.4,111.4,355.5,588.8,267.2,9.21,243.41,580.27,195.21,65.99,55.74,47.9,53.85,16.105,25.85,6.644,19.199,582.61,33.96,49.523,1084.947,30.74,4100.3,1537.43,832.43,332.01,60.94,332.25,271.3,4.4,-13.2,43.4,1322.92,1028.1,55.93
CHSC14010,11.542,12.739,14.994,18.475,23.023,28.266000000000002,32.603,32.79,29.299,23.386,16.181,12.749,0.581,1.406,2.443,4.333,7.739,11.341,14.748,14.329,11.91,7.463,3.198,1.057,6.0569999999999995,7.073,8.715,11.407,15.38,19.802,23.674,23.559,20.607,15.435,9.695,6.902,201.93,185.56,170.28,84.54,41.12,11.55,4.24,3.38,15.2,49.29,115.13,153.73,16.56,11.12,6.33,1.26,0,0,0,0,0,0.02,2.98,12,73.71,83.75,128.62,193.5,323.7,443.36,577.87,574.32,467.38,324.26,148.96,87.73,373.68,302.06,290.36,205.02,106.09,26.17,2.96,3.65,24.3,104.92,250.93,341.52,0.02,0.03,0.37,2.98,19.94,80.01,177.22,174.12,101.78,19.22,0.48,0.11,16.71,17.13,21.78,25.31,29.83,30,31,31,29.95,29.62,22.57,17.94,6.59,3.71,1.85,0.82,0.04,0,0,0,0,0,1.68,2.62,34.6,44.43,72.46,102.42,141.35,170.66,194.86,178.58,128.69,84.27,45.12,33.87,1,2.44,8.07,37.2,101.42,159.01,190.71,175.15,113.55,42.24,6.52,1.69,63.67,62.92,59.94,56.33,54.57,51.87,50.88,49.47,51,52.98,59.08,62,12.337,18.833,31.218,22.951999999999998,1.002,4.835,13.472,7.524,6.669,11.835,22.341,15.242,541.74,295.95,19.25,179.61,39.7,7.7,0,3.14,244.72,645.72,1595.51,940.63,1017.83,601.4,32.84,380.21,0.14,23.33,431.43,121.49,51.74,76.91,92,81.86,12.92,2.84,0,1.72,112.84,316.21,544.15,258.01,5.13,146.69,524.87,162.31,62.83,56.89,50.78,54.36,14.024000000000001,24.182,5.257,18.92,1036,75.49,25.569,439.23199999999997,50.52,3426.99,2031.7,576.3,302.46,97.24,317.89,220.64,17.61,-16.5,43.9,1231.29,839,56.23
CHSC14017,12.492,14.875,17.427,22.189,27.262,32.213,36.873,35.784,32.185,25.95,17.767,13.032,2.356,3.578,4.292,5.969,9.207,12.697,15.505,14.999,12.963,9.898,5.003,2.724,7.426,9.225,10.862,14.082,18.234,22.455000000000002,26.192,25.392,22.574,17.927,11.38,7.882,120.28,112.11,71.64,31.42,12.75,6.7,0,2.07,9.25,27.44,63.85,96.33,10.95,6,3.26,0.28,0,0,0,0,0,0,1.58,9.02,98.53,126.26,182.39,268.15,409.62,522.8,655.28,630.61,526.12,400.15,191.41,107.07,331.82,242.48,225.87,134.17,50,8.87,0.89,1.34,12.58,55.13,202.87,311.37,0.07,0.3,2.15,12.02,51.66,139.85,254.32,229.97,147.14,47.19,2.1,0.16,21.21,22.09,26.02,27.71,30.63,30,31,31,30,30.83,25.95,22.39,2.03,0.61,0.1,0.02,0,0,0,0,0,0,0.39,0.94,34.02,46.78,78.49,118.28,165.5,195.2,224.73,195.96,140.01,88.64,45.67,31.63,2.18,6.48,25.76,86.94,152.83,188.44,224.69,193.92,130.75,61.87,13.31,2.45,66.7,63.75,59,51.81,48.78,46.82,44.16,45.03,47.47,53.49,60.32,66.36,13.465,22.291,34.958,25.298000000000002,2.88,6.49,14.399,9.291,8.174,14.394,24.674,17.296,328.98,115.73,8.85,100.56,26.01,3.67,0,1.63,331.63,860.12,1808.64,1117.62,885.86,410.06,11.16,270.69,0.52,65.84,624.11,196.49,65.6,84.34,92,86.57,3.67,0.17,0,0.39,112.39,362.29,615.85,274.25,11.11,265.53,607.05,205.93,65.62,53.17,45.36,53.78,16.132,26.357,6.868,19.497,553.89,30.79,52.555,1213.454,31.27,4118.21,1577.46,887.01,328.41,70.04,334.2,264.2,4.33,-12.4,44.6,1364.88,1089.62,54.44
CHSC23125,13.12,14.954,16.323,14.532,14.783,16.303,16.163,16.371,17.82,17.615,17.233,13.704,5.332,6.438,6.616,7.147,8.282,9.404,9.937,10.311,10.52,9.418,7.544,5.688,9.218,10.706,11.466,10.850999999999999,11.533,12.856,13.047,13.334999999999999,14.175,13.518,12.397,9.69,165.22,155.95,107.11,49.4,20.59,7.37,1.39,2.07,10.42,41.4,94.55,140.97,6.64,3.91,2.64,1.38,0,0,0,0,0,0.11,1.09,5.44,123.73,144.57,183.06,174.48,206.96,235.46,250.26,259.39,276.18,266.11,207.29,136.74,276.56,204.27,207.71,219.94,205.65,156.34,153.64,146.52,128.95,151.79,176.01,255.87,0,0.03,0.21,0,0.08,5.19,3.22,4.98,14.46,0.41,0.24,0,27.62,26.53,29.54,28.88,30.2,29.95,31,30.99,29.78,30.69,28.95,28.57,1.35,0.3,0.01,0.27,0.19,0,0,0,0.08,0,0.27,0.48,33.4,44.26,70.48,72.5,81.24,88.52,85.54,77.01,69.58,57.07,42.92,31.44,0.44,2.31,10.96,31.52,61.4,81.12,84.11,74.99,59.2,24.23,5.69,0.72,74.35,72.46,69,75.99,78.9,77.86,79.96,80.46,76.76,74,69.29,73.72,13.92,15.211,16.276,17.561,5.819,7.359,9.882,9.16,9.87,11.279,13.077,13.36,462.35,177.18,10.74,146.4,15.98,4.19,0,1.51,404.73,564.45,745.14,749.56,736.99,633.3,456.55,456.84,0.03,0.29,13.4,15.11,82.69,88.55,91.59,89.2,2.45,0.79,0,0.49,109.06,224.22,251,169.64,3.47,103.88,240.22,89.12,73.45,74.61,79.43,73.34,11.891,13.619,8.774000000000001,4.841,796.43,41.84,30.005,455.298,21.83,2464.25,2283.41,28.92,351.94,20.4,349.51,329.12,3.81,-7.5,31.4,753.96,436.69,75.27
